id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;prep_meaning_parent;prep_meaning_leaves;;;;;;;;;
424;nzz_1994_12_10_a135_seg7_s9;Die deutschsprachige Rezeption der Dreyfus- Affäre lässt sich nach ihren verschiedenen Facetten auffächern : den moralischen , juristischen , politischen Argumenten , den vermeintlichen Indizien , die für oder die gegen Dreyfus sprechen , nach den unterschiedlichen Formen , die die Argumentationen annehmen , Abhandlungen , offene Briefe , Pamphlete , vor allem aber Karikaturen und Zeitungsartikel , die mit schroffer Feder das Bild von Dreyfus zeichnen . ;zeichnen;feder;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
425;nzz_1994_04_02_a82_seg3_s12;Sie werden gewöhnlich mit dem Stichwort « Verrechtlichung » umschrieben . ;umschreiben;stichwort;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
426;nzz_1994_09_02_a129_seg3_s3;Den Hauptanteil daran haben Gardiner und seine English Baroque Soloists , die auf ihren historischen Instrumenten einen bei aller Schlankheit überaus farbigen Klang entwickeln und mit unwiderstehlicher rhythmischer Attacke musizieren : ein « Toller Tag » voller Turbulenzen . ;musizieren;attacke;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
427;nzz_1994_09_05_a6_seg6_s7;In der marokkanischen Presse deuten diverse Artikel mit anklagendem Finger auf Algerien . ;artikel;finger;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
428;nzz_1994_09_07_a82_seg3_s4;Der Mann sprach gemäss den Angaben der Polizei mit arabischem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
429;nzz_1994_09_01_a172_seg3_s19;"Besonders komisch ist der Effekt , wenn Balanescu mit deutlichem rumänischem Akzent die Worte « I &apos; m the Operator with the Pocket Calculator » über den rockigen Untergrund legt . ";legen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
430;nzz_1994_09_03_a114_seg2_s5;Mit ungestümer improvisatorischer Geste formte Buchbinder dann das einleitende Solo der Chorfantasie c-Moll op. 88 , hob dynamische Gegensätze ohne viele Zwischenstufen gegeneinander ab und meisselte Akzente und Motive überdeutlich heraus . ;formen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
431;nzz_1996_12_03_a3_seg6_s14;Wie Russland will Frankreich der Organisation ein rechtliches Statut verschaffen und sie mit der Autorität ausstatten , « friedenserhaltende Massnahmen mit militärischer Expertise » zu führen . ;maßnahme;expertise;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
432;nzz_1996_12_06_a216_seg5_s32;S : f6+ hat , in beiden Fällen mit gewonnenem Endspiel . ;fall;endspiel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
433;nzz_1996_12_05_a122_seg3_s6;So soll vom Council for the Prevention of Art Theft - dem nebst Eigentümern von Landhäusern auch Versicherungsgesellschaften angehören - eine private Fahndungsstelle für « heritage crime » mit Hauptquartier in London gegründet werden . ;gründen;hauptquartier;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
434;nzz_1996_12_03_a132_seg3_s7;Der Täter ist kräftig und sprach deutsch mit slawischem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
435;nzz_1996_12_06_a46_seg3_s2;Zweimal jährlich erscheint eine regierungsrätliche Mitteilung , in der die Projekte im In- und Ausland , die finanziell unterstützt werden , aufgelistet sind , allerdings mit vager Aussage . ;auflisten;aussage;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
436;nzz_1996_12_06_a147_seg4_s13;Die Samichläuse aus witterungsbeständigem Kunststoff sind mit Laterne für 150 Franken zu haben . ;haben;laterne;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
437;nzz_1996_07_31_a170_seg4_s10;) und siegte mit olympischem Rekord in 27 : 07,34 . ;siegen;rekord;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
438;nzz_1996_10_12_a233_seg3_s26;Das über den Sommer wachsende Weizenfeld , von Pauline immer wieder als visueller Ruhepol gesucht , wird in seinem Reifeprozess mit feinem Strich gezeichnet . ;zeichnen;strich;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
439;nzz_1996_10_15_a15_seg6_s18;Der kleine Koalitionspartner weist mit anklagendem Finger offen auf die Sozialisten , und ihr Geschäftsführer , Hack , machte in diesem Sinn einige markante Aussagen . ;weisen;finger;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
440;nzz_1996_02_02_a108_seg6_s8;Den Trendwechsel des VLEU Ende Oktober erklären Kommentatoren mit dem Umstand , dass im Hinblick auf einen ruhigen Jahresausklang tendenziell sinkende Volatilitäten in Rechnung gestellt wurden . ;erklären;umstand;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
441;nzz_1996_12_23_a108_seg7_s1;Tausende Zürcherinnen und Zürcher haben sich erst am Samstag mit einem Christbaum eingedeckt . ;eindecken;christbaum;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
442;nzz_1996_12_28_a149_seg3_s3;Und so ist es kaum noch eine Überraschung , wenn auf der Schattenbergschanze im Allgäuer Kurort Oberstdorf die deutsch-österreichische Intersport-Springertournee auch mit einer Neuerung beginnt . ;beginnen;neuerung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
443;nzz_1996_12_23_a95_seg3_s4;Insgesamt waren der Jury 51 neue Romane vorgelegt worden - fünf davon , nämlich die Bücher der auf der Strecke gebliebenen Finalisten Pjotr Aleschkowski , Viktor Astafiew , Andrei Dmitirew , Dmitri Dobrodjew und Nina Golanowa / Vjacheslaw Bukur , wurden mit einem Trostpreis von je 1000 Dollar prämiert . ;prämieren;trostpreis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
444;nzz_1996_12_28_a152_seg7_s2;Und so kann es nicht überraschen , wenn die diesjährige Vierschanzentournee mit einer Neuerung beginnt : der Einführung des K.-o.-Systems . ;vierschanzentournee;neuerung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
445;nzz_1998_11_11_a141_seg5_s10;Immer mit der Lust am « Wasserfall der Worte » und mit weit ausholender Geste , meist vor dem Hintergrund der ganz grossen Fragen - Stadt und Nation , Eros und Revolution , Apokalypse und Genesis , Hassliebe zwischen der Alten und der Neuen Welt , Nord- und Südamerika . ;mit;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
446;nzz_1998_11_06_a210_seg3_s12;Offenbar hatte sie der schneidige SAT-1-Vizeprogrammchef Martin Hoffmann nicht überzeugen können , der mit Verweis auf die fürsorgliche Vor- und Nachbereitung der Sendungen und die Begleitung der Gäste durch die Redaktionen von psychiatrischer Verantwortung und Sozialhilfe sprach . ;sprechen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
447;nzz_1998_11_13_a96_seg3_s5;Dass der SAV « mit Befremden » aus der Tagespresse vom Vorstoss des KSK erfahren haben will und das KSK dies mit Verweis auf Briefe und Telefongespräche bestreitet , gehört zu den boulevardesken und am wenigsten relevanten Aspekten der Auseinandersetzung . ;bestreiten;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
448;nzz_1998_11_07_a165_seg17_s2;Anja Silja tritt seit 42 Jahren auf allen bedeutenden Bühnen der Welt auf und hat dabei Regiekonzepte mit unterschiedlichstem Ansatz umgesetzt , so etwa von Ruth Berghaus oder Robert Wilson und in den 60er Jahren von Wieland Wagner . ;umsetzen;ansatz;;not_done;;;;;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
449;nzz_1998_11_07_a67_seg2_s9;Von Behördenseite waren mit Verweis auf das laufende Verfahren keine weiteren Informationen erhältlich . ;sein;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
450;nzz_1996_07_16_a165_seg5_s14;Die erste Gruppe ist überschrieben mit dem Aphorismus : « Man kann eine Frau nicht hoch genug überschätzen . » ;überschreiben;aphorismus;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
451;nzz_1996_07_24_a109_seg7_s10;Im Juli überraschte der Sammler die Öffentlichkeit mit der Nachricht , ein Westkunst-Museum in Peking einzurichten . ;überraschen;nachricht;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
452;nzz_1996_07_15_a107_seg2_s5;Mit dem Zweirad in Schräglage rutschte er den linken Randstein entlang und prallte mit dem Kopf gegen einen Kandelaber . ;rutschen;zweirad;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
453;nzz_1998_01_07_a101_seg3_s4;In einem ersten Schritt sollen 100 000 Partizipationsscheine ( PS ) von nominal je 100 Fr. mit Bezugsrecht für die bisherigen PS-Inhaber emittiert werden . ;--;bezugsrecht;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
454;nzz_1998_01_09_a151_seg3_s26;Man ging zu Bett mit hohlem Bauch . ;bett;bauch;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
455;nzz_1998_01_06_a46_seg3_s9;Während es im nördlichen Teil des Mittelmeers meist sonnig ist , überwiegen im Süden die Wolken , mit Schwerpunkt über dem Tyrrhenischen Meer . ;überwiegen;schwerpunkt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
456;nzz_1998_01_31_a25_seg8_s11;Mit erhobenem Finger wird auch erklärt , die erzwungene Relocation wirke wegen der Kumulation von negativen sozialen , politischen und infrastrukturellen Effekten gesellschaftspolitisch destabilisierend . ;erklären;finger;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
457;nzz_1998_01_09_a33_seg3_s6;Ob die Frauen der Argef 2001 wohl gemerkt haben , dass sie mit umgekehrtem Vorzeichen genau die gleiche Ausgrenzungspolitik betreiben , die sie bei den Männern so verurteilen ? ;genau;vorzeichen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
458;nzz_1994_02_09_a162_seg8_s5;Letzterer verbrennt mit fahlbläulicher Flamme , die auf einer kalten Porzellanschale bräunlichschwarze Arsenflecken hinterlässt . ;verbrennen;flamme;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
459;nzz_1994_02_08_a54_seg11_s10;Die entsprechenden Engagements an Japans Aktienmärkten fielen mit 20 Mrd. $ aber ausgesprochen kräftig aus , mit Schwerpunkt in der zweiten Jahreshälfte . ;fallen;schwerpunkt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
460;nzz_1994_02_08_a144_seg2_s12;Er hat dunkle , kurze Haare , trug einen dunklen Stofflumber und Jeanshosen und sprach Schweizerdeutsch mit Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
461;nzz_1994_02_03_a170_seg4_s7;Ein Gang durch die Rüschliker Siedlungsgeschichte sei faszinierend , stimme aber ebenso nachdenklich , schreibt der Autor Theo Stierli mit Verweis auf die zahlreichen Veränderungen , die aus heutiger Sicht nicht in jedem Falle auch als positiv zu werten sind . ;schreiben;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
462;nzz_1997_08_02_a121_seg2_s4;"Und der Herausgeber zieht da einen Vergleich zu Brahms &apos; späten Kompositionen , mit der Verknappung des Ausdrucks , der Vereinzelung der Worte . ";ziehen;verknappung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
463;nzz_1995_09_12_a145_seg2_s6;Mit der Floskel « freundschaftliche Trennung » gab der Präsident Manuel Damásio am Montag morgen die Auflösung des bis 1997 laufenden Vertrags bekannt - eine Zäsur , die den hochverschuldeten Klub 1,2 Millionen Franken kostet . ;geben;floskel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
464;nzz_1995_09_05_a71_seg4_s2;Nach der überraschenden Entlassung seines liberalen Wirtschaftsministers , Alain Madelin , welche nicht nur dem Ansehen der Regierung schadete , sondern auch das Vertrauen in Juppés Wirtschaftspolitik zutiefst erschütterte , wartete am Montag das Finanzministerium mit einer Hiobsbotschaft auf . ;warten;hiobsbotschaft;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
465;nzz_1995_09_08_a9_seg3_s8;Unter dem gegenwärtigen Auftrag werden die Flugzeuge mit einer ( eventuell einer zweiten ) Bombe beladen . ;beladen;bombe;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
466;nzz_1995_09_06_a174_seg3_s41;Tampere war die letzte Gelegenheit , nach Silber- und Bronzemedaillen einmal mit der Devise « Alles oder nichts » den grossen Erfolg zu suchen . ;suchen;devise;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
467;nzz_1993_01_29_a45_seg2_s31;Seit den sechziger Jahren übertrug Markopoulos seine ganz zu sich gekommene Art filmischen Sprechens ( « rich and strange » , um es mit einer Shakespeareschen Wendung für entrückte Schätze am Grund der Meerestiefe zu charakterisieren ) auf kinematographische Porträts von Personen und Orten . ;charakterisieren;wendung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
468;nzz_1993_01_29_a86_seg2_s1;jd. Mit dem Wappen der Thurn und Taxis auf einer am 3. Oktober herausgegebenen 15-Francs-Sondermarke würdigt Belgiens Post die ausserordentlich grosse Bedeutung dieses Geschlechts für die Entwicklung des Postwesens . ;würdigen;wappen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
469;nzz_1998_03_18_a43_seg9_s4;Der Begriff der Grünanlage müsse in allen Zonen « auf Bestockungen beschränkt bleiben , die kontrolliert und mit bestimmtem gestalterischem Zweck entstanden sind » . ;entstehen;zweck;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
470;nzz_1998_03_14_a276_seg3_s23;Sympathisch am « Gastronome » ist nicht zuletzt , dass man das Lokal - in Moskau keine Selbstverständlichkeit - nicht unbedingt mit geplünderter Brieftasche verlässt . ;verlassen;brieftasche;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
471;nzz_1998_03_20_a49_seg11_s3;Jost Gross ( sp. , Thurgau ) möchte mit einer Minderheit vom Recht auf Existenzsicherung sprechen und beantragt eine knappere Formulierung mit klarem Verweis auf die Sozialhilfe . ;formulierung;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
472;nzz_1998_03_20_a178_seg3_s10;Die Stiftung Fintan will den Gutsbetrieb Rheinau nach biologisch-dynamischen Grundsätzen und mit sozialtherapeutischer Zielsetzung bewirtschaften , wobei sie zwischen 50 bis 100 Personen beschäftigen wird . ;nach;zielsetzung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
473;nzz_1994_04_23_a199_seg3_s5;Doña Yolandas Sermon über Solidarität und Disziplin wird mit gesenktem Haupt entgegengenommen , auch wenn fünf Minuten später alles vergessen sein wird . ;entgegennehmen;haupt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
474;nzz_1994_04_28_a186_seg3_s4;Massaro hatte sich mit einem Rush vom Widersacher gelöst und mit hartem Ball aus spitzem Winkel Ettori zum 3 : 0 bezwungen . ;bezwingen;ball;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
475;nzz_1994_04_26_a182_seg4_s6;Kein Wunder , dass der Power-Avant schon bei niedriger Drehzahl mit fulminantem Antritt auf jeden Gasbefehl reagiert und sich als Sportwagen mit beinahe konkurrenzlosen Fahrleistungen entpuppt . ;reagieren;antritt;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
476;nzz_1994_03_31_a30_seg16_s7;Carvalho weigerte sich , brachte den Plan an die Öffentlichkeit und wurde sofort mit Entlassung bestraft . ;bestrafen;entlassung;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
477;nzz_1994_04_26_a59_seg4_s6;Der Kreditbetrug sei mit Vorsatz und systematisch vorbereitet und ausgeführt worden . ;vorbereiten;vorsatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
478;nzz_1993_03_22_a34_seg2_s12;Sie geht die Partie - ihre grosse Arie im dritten Akt zeigt es besonders deutlich - von einem Belcanto-Ideal her an , das etwas an Alfredo Kraus erinnert : in sehr gepflegter Gestaltung , mit kontrolliertem Affekt und sorgfältig aufbauend . ;an;affekt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
479;nzz_1993_03_29_a25_seg6_s1;Der PSOE hatte jeweils mit souveräner Geste die potentielle Gefahr verniedlicht , andere politische Kräfte könnten seine bisherige Hegemonie bald beenden . ;verniedlichen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
480;nzz_1993_03_26_a46_seg2_s6;Sein dritter , 1944 erschienener Roman , « A Bell for Adano » , wurde 1945 mit dem Pulitzer-Preis ausgezeichnet : er behandelt in dokumentarischem Stil , doch mit ironischer Geste die Besetzung eines sizilianischen Dorfes durch die Alliierten . ;besetzung;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
481;nzz_1993_03_22_a11_seg2_s7;Die Polizei berichtete , schon eine halbe Stunde vor dem Anschlag habe ein mit irischem Akzent sprechender Mann im 24 Kilometer entfernten Liverpool eine Bombenwarnung gegeben , die man jedoch auf jene Stadt bezogen habe . ;sprechend;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
482;nzz_1993_09_21_a11_seg6_s11;Darauf , dass sie mit weisser Weste dastehe , würde jedoch ausser einigen Mamelucken des Parteichefs niemand eine Lira wetten , und dieser wird auch hin und wieder von führenden Mitgliedern der eigenen Partei aufgefordert , ein bisschen Ballast abzuwerfen . ;dastehen;weste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
483;nzz_1993_09_17_a99_seg8_s7;Dasselbe Instrument wird bis heute mit vermehrt qualitativer Zielsetzung verwendet . ;verwenden;zielsetzung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
484;nzz_1993_09_13_a76_seg2_s40;mit offener Nasenwunde und nach der Pause mit Verband weiter . ;pause;verband;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
485;nzz_1997_08_09_a3_seg1_s33;Unter die reichlich zelebrierten Fünfzig-Jahr-Tage fällt in diesen Wochen auch das Gedenken an den berühmten Artikel unter dem Titel « Die Quellen des sowjetischen Verhaltens » , der mit dem Buchstaben « X » unterzeichnet in der Zeitschrift « Foreign Affairs » erschienen war . ;erscheinen;buchstabe;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
486;nzz_1999_11_24_a28_seg6_s11;Deshalb spricht Arafat auch bis heute mit ägyptischem Akzent und rutscht laut Aburish gegenüber engen Mitarbeitern auch in die ungehobelten Umgangsformen der Kairoer Gosse ab . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
487;nzz_1999_11_18_a170_seg11_s4;Die Frauen sprach er in seinem mit ungarischem Akzent durchsetzten Hochdeutsch charmant mit « Meine Liebe , sag mir bitte ... » an und bedankte sich für jede Antwort , auch wenn sie gegen ihn gerichtet war . ;durchsetzt;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
488;nzz_1994_09_27_a5_seg7_s1;Da sich das erfolgreiche Misstrauensvotum primär gegen Laar richtete und schon in einem halben Jahr ordentliche Riigikogu-Wahlen abgehalten werden sollen , wird es in Tallinn jetzt voraussichtlich mit einem Regierungswechsel sein Bewenden haben . ;haben;regierungswechsel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
489;nzz_1995_04_04_a156_seg18_s32;Was gemacht wird , beschliesst jedes Jahr der Kantonsrat mit dem Voranschlag . ;kantonsrat;voranschlag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
490;nzz_1994_09_28_a2_seg3_s1;Präsident Clinton hat am Dienstag mit einer farbenprächtigen Zeremonie vor dem Weissen Haus das russische Staatsoberhaupt Jelzin zu einem zweitägigen Gipfeltreffen empfangen . ;empfangen;zeremonie;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
491;nzz_1995_04_01_a30_seg6_s3;Auf Proteste Manilas schien Peking mit der Zusicherung , es handle sich bei den neugebauten Baracken und den Stahlkonstruktionen lediglich um Zufluchtsorte für chinesische Fischer , einzulenken . ;scheinen;zusicherung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
492;nzz_1994_09_29_a93_seg50_s17;, Appenzell Ausserrhoden ) meint ebenfalls , mit dem Minderheitsantrag würden alle Schleusen für nicht mehr finanzierbare Leistungen geöffnet . ;öffnen;minderheitsantrag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
